CATEGORY, VALUE
Research & Innovation, 20.9507727064506
Competitiveness of SMEs, 10.632308339890251
Low-Carbon Economy, 7.179421759751622
Climate Change Adaptation & Risk Prevention, 10.589190073846531
Environment Protection & Resource Efficiency, 15.058791793914653
Sustainable & Quality Employment, 8.145191336750859
Social Inclusion, 25.009073160525766
Educational & Vocational Training, 0.4313424168878899
Technical Assistance, 3.9797087415061343
