CATEGORY, VALUE
Research & Innovation, 24.68499224670145
Competitiveness of SMEs, 43.91172537850291
Low-Carbon Economy, 26.137631929982447
Climate Change Adaptation & Risk Prevention, 9.900958028443387
Environment Protection & Resource Efficiency, 26.78099800558408
Sustainable & Quality Employment, 36.99026152305019
Social Inclusion, 36.292244818417906
Educational & Vocational Training, 29.606881294503303
Technical Assistance, 6.4281332554776265
