CATEGORY, VALUE
Research & Innovation, 18.33543455810054
Competitiveness of SMEs, 33.669585836035914
Low-Carbon Economy, 16.105355658367955
Climate Change Adaptation & Risk Prevention, 36.76430482806997
Environment Protection & Resource Efficiency, 59.50345035041517
Sustainable & Quality Employment, 15.067586088698812
Technical Assistance, 9.26073327013816
Social Inclusion, 15.077159362264707
Educational & Vocational Training, 17.25009792895932
